"Source","Target","Type","Id","Label","timeset","Weight"
11,284,"Directed",321,"The number of civil servants statistics - divided by mother tongueDisease prevention and control and environmental context of the Ministry of Health food sampling work profile","",1
11,286,"Directed",322,"The number of civil servants statistics - divided by mother tongueHuman resources personnel category by age group distribution division","",1
11,290,"Directed",323,"The number of civil servants statistics - divided by mother tongueSpecialized health care Tuberculosis Prevention Center Category Overview","",1
11,292,"Directed",324,"The number of civil servants statistics - divided by mother tongueThe number of injury accidents Disease Control and Prevention category divided by age group","",1
11,293,"Directed",325,"The number of civil servants statistics - divided by mother tongueCDC category divided by age group HIV infection cases","",1
12,14,"Directed",326,"The average price per square meter of residential unitsEmployed population median monthly employment earnings","",1
12,15,"Directed",327,"The average price per square meter of residential unitsOverall residential property prices index","",1
12,16,"Directed",328,"The average price per square meter of residential unitsThe newly established company","",1
12,21,"Directed",329,"The average price per square meter of residential unitsThe average length of stay travelers","",1
12,23,"Directed",330,"The average price per square meter of residential unitsParish Land area","",1
12,26,"Directed",331,"The average price per square meter of residential unitsMacao SAR Resident Identity Card holders statistics","",1
12,28,"Directed",332,"The average price per square meter of residential unitsExhibition activity","",1
12,43,"Directed",333,"The average price per square meter of residential unitsThe number of lots statistics","",1
12,44,"Directed",334,"The average price per square meter of residential unitsUAV application activity data","",1
12,48,"Directed",335,"The average price per square meter of residential unitsWon wage workers instructions residential units","",1
12,50,"Directed",336,"The average price per square meter of residential unitsDeparture flight punctuality rate","",1
12,52,"Directed",337,"The average price per square meter of residential unitsApplications for trademark registration","",1
12,58,"Directed",338,"The average price per square meter of residential unitsThe first set of the latest ""Gazette""","",1
12,61,"Directed",339,"The average price per square meter of residential unitsThe overall unemployment rate","",1
12,62,"Directed",340,"The average price per square meter of residential unitsPersonnel Licensing Overview","",1
12,68,"Directed",341,"The average price per square meter of residential unitsVisitors per capita consumption","",1
12,72,"Directed",342,"The average price per square meter of residential unitsThe hotel offers rooms and apartments","",1
12,74,"Directed",343,"The average price per square meter of residential unitsThe average duration of the exhibition event / exhibition","",1
12,76,"Directed",344,"The average price per square meter of residential unitsGross Domestic Product (expenditure) - current prices","",1
12,77,"Directed",345,"The average price per square meter of residential unitsThe average daily wage of construction workers","",1
12,79,"Directed",346,"The average price per square meter of residential unitsThe second set of the latest ""Gazette""","",1
12,80,"Directed",347,"The average price per square meter of residential unitsOvernight visitors per capita consumption","",1
12,81,"Directed",348,"The average price per square meter of residential unitsGolden Week statistics - Travelers","",1
12,83,"Directed",349,"The average price per square meter of residential unitsThe average occupancy rate of hotels and guest-houses","",1
12,84,"Directed",350,"The average price per square meter of residential unitsThe average salary of full-time employees gambling","",1
12,86,"Directed",351,"The average price per square meter of residential unitsOffenses on aircraft","",1
12,88,"Directed",352,"The average price per square meter of residential unitsThe total length of road traffic","",1
12,89,"Directed",353,"The average price per square meter of residential unitsOvernight visitors","",1
12,90,"Directed",354,"The average price per square meter of residential unitsBanking full-time employees","",1
12,92,"Directed",355,"The average price per square meter of residential unitsPer capita GDP","",1
12,93,"Directed",356,"The average price per square meter of residential unitsTotal import and export between China and Portuguese-speaking countries","",1
12,94,"Directed",357,"The average price per square meter of residential unitsThe average length of stay of guests","",1
12,95,"Directed",358,"The average price per square meter of residential unitsCPI - inflation","",1
12,97,"Directed",359,"The average price per square meter of residential unitsTotal visitor spending","",1
12,101,"Directed",360,"The average price per square meter of residential unitsPublic interest groups fitness data","",1
12,102,"Directed",361,"The average price per square meter of residential unitsLand area","",1
12,107,"Directed",362,"The average price per square meter of residential unitsUse License issued residential units","",1
12,108,"Directed",363,"The average price per square meter of residential unitsDay visitors per capita consumption","",1
12,111,"Directed",364,"The average price per square meter of residential unitsRetail sales","",1
12,114,"Directed",365,"The average price per square meter of residential unitsStatistics of external merchandise trade - exports","",1
12,117,"Directed",366,"The average price per square meter of residential unitsThe total length of roads","",1
12,127,"Directed",367,"The average price per square meter of residential unitsExternal merchandise trade statistics - imports","",1
