dataset_name_en,url,Summary,Open conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en
Recruitment of civil servants - the unified management of the opening test of comprehensive capacity assessment process data,https://data.gov.mo/Detail?id=2f17ecdf-4c81-4f6f-8384-4d52d428a125,No. 14/2016 according to administrative regulations relating to recruitment of civil servants comprehensive data management capability assessment procedures unified open test,Completely open,Administrative and Legal Affairs,XLSX,Chief Civil Service Bureau,（853）88668866,dprtsp@safp.gov.mo,As needed,https://api.data.gov.mo/document/download/2f17ecdf-4c81-4f6f-8384-4d52d428a125?token=5neqGRFo9hH2luMGW6xIhKFmpYMzQ64t4&isNeedFile=0&lang=TC,"['noConcurso', 'dataAviso', 'vagas', 'cand', 'candA', 'candD', 'dataLista', 'dataValidade']","['-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-']","['開考編號', '開考通告刊登日期', '職缺數目', '報考人數', '確定名單准考人', '確定名單中獲豁免綜合能力評估程序的投考人', '成績名單公佈日期', '成績名單有效期']","['开考编号', '开考通告刊登日期', '职缺数目', '报考人数', '确定名单准考人', '确定名单中获豁免综合能力评估程序的投考人', '成绩名单公布日期', '成绩名单有效期']","['No. of test', 'date of notice', 'number of vacancies', 'number of candidates', 'approved list of candidates', 'candidates exempt from procedures of the Assessment Test on Integrated Skills in the approved list of candidates', 'results release date', 'results validity period']","['N.° do concurso', 'Data do aviso abertura', 'Vagas', 'Candidaturas', 'Candidatos admitidos na lista definitiva', 'Candidatos dispensados da etapa de avaliação de competências integradas, na lista definitiva', 'Data da lista classificativa', 'Data de validade da lista classificativa']",FALSE,,,,,,,,
The average length of stay travelers,https://data.gov.mo/Detail?id=725a1e1b-1bfc-4f3b-93c4-d72227034447,Calculate the length of stay according to passenger entry and exit date and time.,Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/725a1e1b-1bfc-4f3b-93c4-d72227034447?token=QXqCsob2Ru5Y3ok8XJwDTFF51dUAqe8w&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '日']","['年份', '日']","['Year', 'Day']","['Ano', 'Dia']",FALSE,,,,,,,,
Tropical Cyclone Warning,https://data.gov.mo/Detail?id=15044781-1752-4f98-b87e-508208d70408,"It offers a tropical cyclone warning signal, tropical cyclone situation and future dynamics information.",Completely open,city ​​environment,XML,Meteorological and Geophysical Bureau,(853) 8898 6223,meteo@smg.gov.mo,As needed,https://api.data.gov.mo/document/download/15044781-1752-4f98-b87e-508208d70408?token=rZpx2jmwD7HQyjhLDyIcRHWShttjP0Lm&isNeedFile=0&lang=TC,,,,,,,,FALSE,,,,,,,,
Parish Land area,https://data.gov.mo/Detail?id=2ef78656-709d-48c6-b03b-51030bd414ef,"Since 2006, parishes Macao Special Administrative Region of the land area of ​​statistics, of which: in 2011 to coordinate the division of the region, an area of ​​Taipa, Coloane and Cotai reclamation area made the appropriate adjustment.",Completely open,city ​​environment,XLSX,Cartography and Cadastre Authority,(853) 2834 0040,mail@dscc.gov.mo,Quarterly,https://api.data.gov.mo/document/download/2ef78656-709d-48c6-b03b-51030bd414ef?token=qQA48WjmuQLxKx6HEpQuZXYOE23EtlBm&isNeedFile=0&lang=TC,"['year', 'regionNameTC', 'regionNameSC', 'regionNamePT', 'regionNameEN', 'areaOfParishes']","['string', 'string', 'string', 'string', 'string', 'number']","['10', '100', '100', '250', '250', '-']","['年份', '區域名稱(繁體中文)', '區域名稱(簡體中文)', '區域名稱(葡文)', '區域名稱(英文)', '堂區土地面積(km²)']","['年份', '区域名称(繁体中文)', '区域名称(简体中文)', '区域名称(葡文)', '区域名称(英文)', '堂区土地面积(km²)']","['Year', 'Region name(Traditional Chinese)', 'Region name(Simplified Chinese)', 'Region name(Portuguese)', 'Region name(English)', 'Area of parishes(km²)']","['Ano', 'Nome das zonas (chinês tradicional)', 'Nome das zonas (chinês simplificado)', 'Nome das zonas (português)', 'Nome das zonas (inglês)', 'Área de solos das freguesias(km²)']",FALSE,,,,,,,,
Travel News,https://data.gov.mo/Detail?id=aae52fd8-3d52-47ae-9b0d-bc77ec6ac232,"Introduction Macao held monthly festivals, performances, exhibitions and so on.",Completely open,Tourism and Gaming,RDF,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,per month,https://api.data.gov.mo/document/download/aae52fd8-3d52-47ae-9b0d-bc77ec6ac232?token=gCwqnAz6oT7w66punQNdV8V0xctn52Vqg&isNeedFile=0&lang=TC,"['channel/title', 'channel/link', 'channel/description', 'channel/language', 'channel/pubDate', 'channel/webMaster', 'channel/item/title', 'channel/item/link', 'channel/item/description', 'channel/item/pubDate', 'channel/item/category']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['RSS標題', '網址', 'RSS簡介', '語言', 'RSS發佈日期', '聯絡方式', '文章標題', '文章連結', '文章描述', '文章發佈日期', '分類']","['RSS标题', '网址', 'RSS简介', '语言', 'RSS发布日期', '联络方式', '文章标题', '文章连结', '文章描述', '文章发布日期', '分类']","['Title of RSS', 'website', 'Introduction of RSS', 'Language', 'Publish date of RSS', 'Contact', 'Paragraph title', 'Paragraph URL', 'Description of paragraph', 'Publish time of paragraph', 'Category']","['Título do RSS', 'website', 'Introdução ao RSS', 'Língua', 'Data de publicação do RSS', 'Contacto', 'Título do parágrafo', 'URL do parágrafo', 'Descrição do parágrafo', 'Data de publicação do parágrafo', 'Classificação']",FALSE,,,,,,,,
Macao special and hazardous waste treatment station data,https://data.gov.mo/Detail?id=fc6a47e8-8b8a-4d48-b980-d861d1cecf77,About Macao Special and Hazardous Waste Treatment Station data,Completely open,city ​​environment,JSON,Environmental Protection Agency,+853 2872 5134,info@dspa.gov.mo,per month,https://api.data.gov.mo/document/download/fc6a47e8-8b8a-4d48-b980-d861d1cecf77?token=esx7QnbNaMxRYLiA95VbAF0YMHSzluYE&isNeedFile=0&lang=TC,"['CollectionPeriod', 'AmountProcessed', 'AmountReceived']","['nvarchar', 'nvarchar', 'nvarchar']","['200', '200', '200']","['收集時間', '每月處理量(噸)', '每月接收量(噸)']","['收集时间', '每月处理量(吨)', '每月接收量(吨)']","['Tempo de coleta', 'Capacidade de tratamentox(Tonelada)', 'Quantidade de materiais reciclados(Tonelada)']","['Tempo de coleta', 'Capacidade de tratamentox(Tonelada)', 'Quantidade de materiais reciclados(Tonelada)']",TRUE,Macao special and hazardous waste treatment station data,POST,JSON,https://dspa.apigateway.data.gov.mo/T_Bas_MHWTP_Approved,Macao Special and Hazardous Waste Treatment Station data - Macao Special and Hazardous Waste Treatment Station data - Dados de estação de tratamento de resíduos especiais e perigosos de Macau,Authorization,APPCODE 09d43a591fba407fb862412970667de4,Required parameter call api
Macao SAR Resident Identity Card holders statistics,https://data.gov.mo/Detail?id=0c3034c7-c756-4ef1-bc12-ce91bf934ef6,The cumulative number of resident identity card holder,Completely open,Demography,XLSX,Identification Bureau,(853) 28370777,info@dsi.gov.mo,Per year,https://api.data.gov.mo/document/download/0c3034c7-c756-4ef1-bc12-ce91bf934ef6?token=MUXLIuH5SPw4KkUgmEad1WV9nbolGGmET&isNeedFile=0&lang=TC,"['year', 'cumulative number']","['-', '-']","['-', '-']","['年份', '累計人數']","['年份', '累计人数']","['Year', 'cumulative number']","['Ano', 'Número cumulativo']",FALSE,,,,,,,,
Kara OK is a type of site information,https://data.gov.mo/Detail?id=625fe777-b72a-49c1-bd7c-34872dc02e4f,Has licensed the entity - is a type of site information Kara OK,Completely open,Tourism and Gaming,XML,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,daily,https://api.data.gov.mo/document/download/625fe777-b72a-49c1-bd7c-34872dc02e4f?token=xeKx2jNXIZ8vhSZt1yXSUuiXHtbCbvvuN&isNeedFile=0&lang=TC,"['com_name_cn', 'com_name_gb', 'com_name_en', 'com_name_pt', 'com_tel', 'com_fax', 'com_ads_cn', 'com_ads_gb', 'com_ads_en', 'com_ads_pt', 'website']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['繁體中文名稱', '簡體中文名稱', '英文名稱', '葡文名稱', '聯絡電話', '傳真號碼', '繁體中文地址', '簡體中文地址', '英文地址', '葡文地址', '網址']","['繁体中文名称', '简体中文名称', '英文名称', '葡文名称', '联络电话', '传真号码', '繁体中文地址', '简体中文地址', '英文地址', '葡文地址', '网址']","['Name in T.Chinese', 'Name in S.Chinese', 'Name in English', 'Name in Portguese', 'Contact number', 'Fax', 'Address in T.Chinese', 'Address in S.Chinese', 'Address in English', 'Address in Portuguese', 'Website']","['Nome em T.chinês', 'Nome em S.chinês', 'Nome em inglês', 'Nome em português', 'Telefone de contacto', 'Número do Fax', 'Endereço em T.chinês', 'Endereço em S.chinês', 'Endereço em inglês', 'Endereço em português', 'Website']",TRUE,1,GET,XML,https://dst.apigateway.data.gov.mo/dst_karaokes,"Licensed Entities - The case of Kara OK type of venue Licensed Entities - Karaokes has Licensed Entities - is a type of karaoke OK venues Entidades Licenciadas - ""Karaoke""",Authorization,APPCODE 09d43a591fba407fb862412970667de4,Required parameter call api
Exhibition activity,https://data.gov.mo/Detail?id=e500021d-190e-4f1a-95c1-a6efeec60245,"The Conference and Exhibition held at the statistics covered the hotel, a large convention and exhibition centers, charges venues, trade shows and incentive programs. Not less than 10 people including meetings, nor does it include conferences, and reporters will explain receptions conferences, exhibitions and all that do not involve commercial activities, such as exhibition and exhibitions and other cultural and art exhibitions.",Completely open,Entrepreneurship and Business,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/e500021d-190e-4f1a-95c1-a6efeec60245?token=FIhWpjfktHFFOBfWd3Cd8sNcGVhKO39d&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '活動數目']","['年份', '活动数目']","['Year', 'Number of Events']","['Ano', 'No de eventos']",FALSE,,,,,,,,
The number of civil servants statistics - divided by place of birth,https://data.gov.mo/Detail?id=2aa11fde-a7ba-4557-9e95-1ea830dd3763,"Annualized quarterly way to provide divided by place of birth of the Macao Special Administrative Region the number of civil servants in public administration human resources. It does not include rules and norms by private foundations and public agencies (including the Macao Foundation, the Macao Trade and Investment Promotion Institute, Macau Monetary Authority, the University of Macau, Macao Polytechnic Institute and the Civil Aviation Authority) personnel.",Completely open,Administrative and Legal Affairs,CSV,Chief Civil Service Bureau,（853）88099171,dprtsp@safp.gov.mo,Quarterly,https://api.data.gov.mo/document/download/2aa11fde-a7ba-4557-9e95-1ea830dd3763?token=8FyNJJZku1x5NBQGn7WvIKryS1YLJvg5n&isNeedFile=0&lang=TC,"['year', 'quarter', 'placeOfBirth', 'total']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年份', '季度', '出生地點', '加總人數']","['年份', '季度', '出生地点', '加总人数']","['year', 'quarter', 'place of birth', 'total']","['Ano', 'Trimestre', 'Local de nascimento', 'Total']",FALSE,,,,,,,,
Certificate of Entitlement issued a number of statistics,https://data.gov.mo/Detail?id=2a46d581-0cda-484f-82c0-92116ba458da,Certificate of Entitlement issued cumulative number,Completely open,Public safety and immigration,XLSX,Identification Bureau,(853) 28370777,info@dsi.gov.mo,Per year,https://api.data.gov.mo/document/download/2a46d581-0cda-484f-82c0-92116ba458da?token=Iv34TDK2ZvzZsSnW0UjYar09BeeN46cu&isNeedFile=0&lang=TC,"['year', 'cumulativeNumber']","['-', '-']","['-', '-']","['年份', '累計數量']","['年份', '累计数量']","['year', 'cumulative number']","['ano', 'número cumulativo']",FALSE,,,,,,,,
The number of civil servants statistics - divided by salary index points,https://data.gov.mo/Detail?id=4784abeb-9995-48a0-85bc-050ee9c14150,"Annualized quarterly way to provide salaries divided by the index points number of Macao Special Administrative Region public administration servants of human resources. It does not include rules and norms by private foundations and public agencies (including the Macao Foundation, the Macao Trade and Investment Promotion Institute, Macau Monetary Authority, the University of Macau, Macao Polytechnic Institute and the Civil Aviation Authority) personnel.",Completely open,Administrative and Legal Affairs,CSV,Chief Civil Service Bureau,（853）88099171,dprtsp@safp.gov.mo,Quarterly,https://api.data.gov.mo/document/download/4784abeb-9995-48a0-85bc-050ee9c14150?token=uduQpCTGjHDPOEy05oey43pZ2Ny5seDQM&isNeedFile=0&lang=TC,"['year', 'quarter', 'indice', 'total']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年份', '季度', '薪俸索引點', '加總人數']","['年份', '季度', '薪俸索引点', '加总人数']","['year', 'quarter', 'indice', 'total']","['Ano', 'Trimestre', 'Índices remuneratórios', 'Total']",FALSE,,,,,,,,
Sports facilities,https://data.gov.mo/Detail?id=6a965f6f-40fc-4aca-b83e-28a8cfed21ae,Sports facilities,Completely open,physical education,XLSX,Sports Authority,28580762,info@sport.gov.mo,Per year,https://api.data.gov.mo/document/download/6a965f6f-40fc-4aca-b83e-28a8cfed21ae?token=8pVLsHIDw4hjS12aFzSf6c90zfGnQ2ab&isNeedFile=0&lang=TC,"['nameVenue', 'local', 'addTc', 'sportType']","['string', 'string', 'string', 'string']","['30', '30', '30', '30']","['設施名稱', '位置', '地址', '運動類型']","['设施名称', '位置', '地址', '运动类型']","['Name of Sports Facility', 'Location', 'Address', 'Sports Type']","['Nome da Instalação desportiva', 'Local', 'Endereço', 'Tipo de desporto']",FALSE,,,,,,,,
Ballroom information,https://data.gov.mo/Detail?id=e04dcdc3-046c-45d5-a4d8-0c189659fe53,The entity has been licensed - ballroom information,Completely open,Tourism and Gaming,XML,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,daily,https://api.data.gov.mo/document/download/e04dcdc3-046c-45d5-a4d8-0c189659fe53?token=WbOzKQ0y5LTb8D1uYR5nQk7Rgw8Zf0l10&isNeedFile=0&lang=TC,"['com_name_cn', 'com_name_gb', 'com_name_en', 'com_name_pt', 'com_tel', 'com_fax', 'com_ads_cn', 'com_ads_gb', 'com_ads_en', 'com_ads_pt', 'website']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['繁體中文名稱', '簡體中文名稱', '英文名稱', '葡文名稱', '聯絡電話', '傳真號碼', '繁體中文地址', '簡體中文地址', '英文地址', '葡文地址', '網址']","['繁体中文名称', '简体中文名称', '英文名称', '葡文名称', '联络电话', '传真号码', '繁体中文地址', '简体中文地址', '英文地址', '葡文地址', '网址']","['Name in T.Chinese', 'Name in S.Chinese', 'Name in English', 'Name in Portguese', 'Contact number', 'Fax', 'Address in T.Chinese', 'Address in S.Chinese', 'Address in English', 'Address in Portuguese', 'Website']","['Nome em T.chinês', 'Nome em S.chinês', 'Nome em inglês', 'Nome em português', 'Telefone de contacto', 'Número do Fax', 'Endereço em T.chinês', 'Endereço em S.chinês', 'Endereço em inglês', 'Endereço em português', 'Website']",TRUE,dst_nightclub_list,GET,XML,https://dst.apigateway.data.gov.mo/dst_nightclub,Licensed Entities - The ballroom Licensed Entities - Night clubs Licensed Entities - The ballroom Entidades Licenciadas - Salas de dança,Authorization,APPCODE 09d43a591fba407fb862412970667de4,Required parameter call api
Macau International Airport aircraft movements,https://data.gov.mo/Detail?id=f9aeadd6-efb8-47ac-920a-946602453733,Macau International Airport offers flights annual movements,Completely open,Public transit,XLSX,Civil Aviation Authority,(853) 28511213,aacm@aacm.gov.mo,Per year,https://api.data.gov.mo/document/download/f9aeadd6-efb8-47ac-920a-946602453733?token=5oCBMVsSs4Noys85t8otR7edyaEqLd4h&isNeedFile=0&lang=TC,"['year', 'month', 'numberOfMovements']","['number', 'string', 'number']","['4', '3', '-']","['年份', '月份', '起降架次']","['年份', '月份', '起降架次']","['year', 'month', 'number of movements']","['ano', 'mês', 'número de movimentos']",FALSE,,,,,,,,
